"LOUIS W",BRUNN,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,1,03859200,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859200-1,03859200-1,03859200-1
"JAMES A",FRAYER,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,2,03859200,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859200-2,03859200-2,03859200-2
"FRANKLIN E",MASSOTH,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,3,03859200,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859200-3,03859200-3,03859200-3
"JOHN A",PARASKOS,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,4,03859200,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859200-4,03859200-4,03859200-4
"STEPHEN J",YANIK,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,5,03859200,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859200-5,03859200-5,03859200-5
"FREDERICK C",WILHELM,"","ARLINGTON HEIGHTS",IL,US,60006,42.13061,-88.092341,1,03859201,1975,1974,02/04/1974,UOP,A000010166801,208,03859201-1,03859201-1,03859201-1
"LOUIS W",BRUNN,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,1,03859202,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859202-1,03859200-1,03859200-1
"JAMES A",FRAYER,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,2,03859202,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859202-2,03859200-2,03859200-2
"JOHN A",PARASKOS,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,3,03859202,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859202-3,03859200-4,03859200-4
"LOUIS W",BRUNN,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,1,03859203,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859203-1,03859200-1,03859200-1
"JAMES A",FRAYER,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,2,03859203,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859203-2,03859200-2,03859200-2
"JOHN A",PARASKOS,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,3,03859203,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859203-3,03859200-4,03859200-4
"LOUIS W",BRUNN,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,1,03859204,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859204-1,03859200-1,03859200-1
"JAMES A",FRAYER,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,2,03859204,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859204-2,03859200-2,03859200-2
"JOHN A",PARASKOS,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,3,03859204,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859204-3,03859200-4,03859200-4
"STEPHEN J",YANIK,"",PITTSBURGH,PA,US,15295,40.442411,-79.996664,4,03859204,1975,1974,01/22/1974,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,208,03859204-4,03859200-5,03859200-5
IMANTS,REBA,"",VANCOUVER,WA,US,98687,45.629189,-122.517536,1,03859205,1975,1974,04/17/1974,"CROWN ZELLERBACH CORPORATION",H000000002974,209/95,03859205-1,03859205-1,03859205-1
"EDWARD C",WOLTHAUSEN,"",VANCOUVER,WA,US,98687,45.629189,-122.517536,2,03859205,1975,1974,04/17/1974,"CROWN ZELLERBACH CORPORATION",H000000002974,209/95,03859205-2,03859205-2,03859205-2
JACK,BAGGALEY,"",BURY,"",GB,"",52.416667,-.1,1,03859206,1975,1973,01/12/1973,"BELOIT CORPORATION",H000000000857,209,03859206-1,03859206-1,03859206-1
"LOUIS C",KNOCKE,"",SHELBY,NC,US,28152,35.2547,-81.560764,1,03859207,1975,1973,02/28/1973,"FOOTE MINERAL COMPANY",H000000010751,209,03859207-1,03859207-1,03859207-1
"WILLIAM NOVIS","SMITH JR","",CHESTER,PA,US,19022,39.862914,-75.343388,2,03859207,1975,1973,02/28/1973,"FOOTE MINERAL COMPANY",H000000010751,209,03859207-2,03859207-2,03859207-2
"LOUIS C",KNOCKE,"",SHELBY,NC,US,28152,35.2547,-81.560764,1,03859208,1975,1973,02/28/1973,"FOOTE MINERAL COMPANY",H000000010751,209,03859208-1,03859207-1,03859207-1
"WILLIAM NOVIS","SMITH JR","",CHESTER,PA,US,19022,39.862914,-75.343388,2,03859208,1975,1973,02/28/1973,"FOOTE MINERAL COMPANY",H000000010751,209,03859208-2,03859207-2,03859207-2
"VILHELM J",JAHNSEN,"","LAKE VIEW TERRACE",CA,US,91342,34.303046,-118.42194,1,03859209,1975,1973,08/14/1973,"CALIFORNIA INSTITUTE OF TECHNOLOGY",H000000000194,210/73/95,03859209-1,03859209-1,03859209-1
"WILLIAM G",BLOOM,"","MANHATTAN BEACH",CA,US,90267,33.874322,-118.39546,2,03859209,1975,1973,08/14/1973,"CALIFORNIA INSTITUTE OF TECHNOLOGY",H000000000194,210/73/95,03859209-2,03859209-2,03859209-2
"CHARLES F","CAMPEN JR","",MONROVIA,CA,US,91017,34.131442,-117.987304,3,03859209,1975,1973,08/14/1973,"CALIFORNIA INSTITUTE OF TECHNOLOGY",H000000000194,210/73/95,03859209-3,03859209-3,03859209-3
"ASA E",HATCH,"","LAKE JACKSON",TX,US,77566,29.041532,-95.444189,1,03859210,1975,1971,07/19/1971,"",,210,03859210-1,03859210-1,03859210-1
DEREK,REDMORE,"",BALLWIN,MO,US,63024,38.596264,-90.543221,1,03859211,1975,1971,08/26/1971,"PETROLITE CORPORATION",H000000000872,210/987,03859211-1,03859211-1,03859211-1
GRAHAM,SMALLEY,"",HUDDERSFIELD,"",GB,"",53.65,-1.783333,1,03859212,1975,1972,10/06/1972,"ALLIED COLLOIDS LIMITED",H000000002168,210/256/423/525,03859212-1,03859212-1,03859212-1
GEORGE,MCGROW,"",MIRFIELD,"",GB,"",53.666667,-1.683333,2,03859212,1975,1972,10/06/1972,"ALLIED COLLOIDS LIMITED",H000000002168,210/256/423/525,03859212-2,03859212-2,03859212-2
DENNIS,CROWLEY,"",LEEDS,"",GB,"",51.233333,.616667,3,03859212,1975,1972,10/06/1972,"ALLIED COLLOIDS LIMITED",H000000002168,210/256/423/525,03859212-3,03859212-3,03859212-3
"HOWARD C",HUNT,"",HOLLIS,NH,US,3049,42.750536,-71.577679,1,03859213,1975,1973,08/17/1973,"IMPROVED MACHINERY INC",H000000060700,210,03859213-1,03859213-1,03859213-1
"ROBERT S",LANG,"",TAMPA,FL,US,33694,28.06931,-82.497203,1,03859214,1975,1973,03/13/1973,"L F LANG SON POOLS INC",H000000061896,210,03859214-1,03859214-1,03859214-1
"ROBERT L",CARNOT,"",TAMPA,FL,US,33694,28.06931,-82.497203,2,03859214,1975,1973,03/13/1973,"L F LANG SON POOLS INC",H000000061896,210,03859214-2,03859214-2,03859214-2
"GEORGE A",MILNE,"",KANEOHE,HI,US,96744,21.417372,-157.811961,1,03859215,1975,1972,04/21/1972,"",,210,03859215-1,03859215-1,03859215-1
"RONALD L",SISSON,"",JACKSON,MI,US,49204,42.330066,-84.515206,1,03859216,1975,1973,12/03/1973,"CLARK EQUIPMENT COMPANY INC",H000000001153,210,03859216-1,03858455-1,03858455-1
"DONALD E",HOLMES,"",CLARKLAKE,MI,US,49234,42.119931,-84.348549,2,03859216,1975,1973,12/03/1973,"CLARK EQUIPMENT COMPANY INC",H000000001153,210,03859216-2,03859216-2,03859216-2
"BURTON S",ZELLER,"",PARMA,MI,US,49269,42.279435,-84.58467,3,03859216,1975,1973,12/03/1973,"CLARK EQUIPMENT COMPANY INC",H000000001153,210,03859216-3,03859216-3,03859216-3
"ROBERT D",HOLSTEAD,"",SPRINGFIELD,MA,US,1199,42.119147,-72.603412,1,03859217,1975,1973,01/15/1973,"MONSANTO COMPANY INC",A000010102410,210,03859217-1,03859217-1,03859217-1
"CHARLES E",WYMAN,"",HAMPDEN,MA,US,1036,42.062919,-72.430251,2,03859217,1975,1973,01/15/1973,"MONSANTO COMPANY INC",A000010102410,210,03859217-2,03859217-2,03859217-2
"GRAHAM JAMES",JERVIS,"",ABINGDON,"",GB,"",51.666667,-1.283333,1,03859218,1975,1972,11/15/1972,"EXXON RESEARCH ENGINEERING CO",H000000000089,508,03859218-1,03859218-1,03859218-1
ROBERT,ROBSON,"",WANTAGE,"",GB,"",51.583333,-1.4,2,03859218,1975,1972,11/15/1972,"EXXON RESEARCH ENGINEERING CO",H000000000089,508,03859218-2,03859218-2,03859218-2
"BRUCE W",HOTTEN,"",ORINDA,CA,US,94563,37.879005,-122.177633,1,03859219,1975,1972,11/17/1972,"CHEVRON RESEARCH TECHNOLOGY CO",H000000000175,508/564,03859219-1,03859219-1,03859219-1
"SERGEI MIKHAILOV",SAMOILOV,"",MOSCOW,"",RU,"",55.752222,37.615556,1,03859220,1975,1974,01/14/1974,"",,508,03859220-1,03859220-1,03859220-1
"NIKOLAI ALFREDOVI",PLATE,"",MOSCOW,"",RU,"",55.752222,37.615556,2,03859220,1975,1974,01/14/1974,"",,508,03859220-2,03859220-2,03859220-2
"VADIM VASILIEVI",MALTSEV,"",MOSCOW,"",RU,"",55.752222,37.615556,3,03859220,1975,1974,01/14/1974,"",,508,03859220-3,03859220-3,03859220-3
"VIKTOR NIKOLAEVI",MONASTYRSKY,"",MOSCOW,"",RU,"",55.752222,37.615556,4,03859220,1975,1974,01/14/1974,"",,508,03859220-4,03859220-4,03859220-4
"VALENTIN ALEXEEVIC",KARGIN,"",MOSCOW,"",RU,"",55.752222,37.615556,5,03859220,1975,1974,01/14/1974,"",,508,03859220-5,03859220-5,03859220-5
"CONRAD J",POLK,"",CRANBURY,NJ,US,8512,40.31118,-74.52516,1,03859221,1975,1973,04/20/1973,"MOBIL OIL CORP",A000010190949,508,03859221-1,03859221-1,03859221-1
"ANTHONY S",SQUILLACE,"",CYPRESS,CA,US,90720,33.795614,-118.064756,1,03859222,1975,1973,12/17/1973,"ROCKWELL INTERNATIONAL CORPORATION",A000010853974,252/257/438,03859222-1,03859222-1,03859222-1
"ALBERT E",MARTIN,"",LYNWOOD,CA,US,90262,33.925084,-118.198182,2,03859222,1975,1973,12/17/1973,"ROCKWELL INTERNATIONAL CORPORATION",A000010853974,252/257/438,03859222-2,03859222-2,03859222-2
"JERALD J",RUDMANN,"",ANAHEIM,CA,US,92899,33.837257,-117.871219,3,03859222,1975,1973,12/17/1973,"ROCKWELL INTERNATIONAL CORPORATION",A000010853974,252/257/438,03859222-3,03859222-3,03859222-3
"HARRY MARCUS",CASTRANTAS,"",TRENTON,NJ,US,8695,40.220861,-74.764864,1,03859223,1975,1972,05/26/1972,"FMC CORPORATION",A000010173223,510/8,03859223-1,04367212-1,04367212-1
"ROBERT ELLSWORTH",KEAY,"","STATE COLLEGE",PA,US,16805,40.787354,-77.900156,2,03859223,1975,1972,05/26/1972,"FMC CORPORATION",A000010173223,510/8,03859223-2,04272441-1,04272441-1
JOACHIM,KANDLER,"",ERFTSTADT,"",DE,"",50.816667,6.766667,1,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-1,03859224-1,03859224-1
KARL,MERKENICH,"",EFFEREN,"",DE,"",50.9,6.9,2,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-2,03859224-2,03859224-2
KLAUS,HENNING,"",HURTH,"",DE,"",48.933333,10.933333,3,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-3,03859224-3,03859224-3
WILHELM,VOGT,"",EFFEREN,"",DE,"",50.9,6.9,4,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-4,03859224-4,03859224-4
EBERHARD,AUER,"",ERFTSTADT,"",DE,"",50.816667,6.766667,5,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-5,03859224-5,03859224-5
HERMANN,GLASER,"",ERFTSTADT,"",DE,"",50.816667,6.766667,6,03859224,1975,1972,09/21/1972,"HOECHST AKTIENGESELLSCHAFT",A000010102636,510,03859224-6,03859224-6,03859224-6
"EUGENE AUDREY",MCKNIGHT,"",STAMFORD,CT,US,6928,41.038894,-73.556427,1,03859225,1975,1971,09/07/1971,"STAMFORD CHEMICAL INDUSTRIES INC",H000000296551,510/8,03859225-1,03859225-1,03859225-1
"CLYDE DAVIS",KISHBAUGH,"",STAMFORD,CT,US,6928,41.038894,-73.556427,2,03859225,1975,1971,09/07/1971,"STAMFORD CHEMICAL INDUSTRIES INC",H000000296551,510/8,03859225-2,03859225-2,03859225-2
HELMUT,SCHILLALIES,"",RONDORF,"",DE,"",50.866667,6.966667,1,03859226,1975,1973,11/12/1973,"LEYBOLD HERAEUS GMBH",A000010037957,250/850,03859226-1,03859226-1,03859226-1
"DONALD J",DWYER,"",OAKLAND,CA,US,94666,37.809816,-122.265531,1,03859227,1975,1972,08/24/1972,"CHEVRON RESEARCH TECHNOLOGY CO",H000000000175,516/106,03859227-1,03859227-1,03859227-1
MASATAKA,MORISHITA,"",SHIZUOKA,"",JP,"",35.0,138.0,1,03859228,1975,1972,07/31/1972,"TOYO JOZO COMPANY LTD",H000000002463,427/252/424,03859228-1,03859228-1,03859228-1
YOSHIHITO,INABA,"",SHIZUOKA,"",JP,"",35.0,138.0,2,03859228,1975,1972,07/31/1972,"TOYO JOZO COMPANY LTD",H000000002463,427/252/424,03859228-2,03859228-2,03859228-2
SADAMI,KOBARI,"",SHIZUOKA,"",JP,"",35.0,138.0,3,03859228,1975,1972,07/31/1972,"TOYO JOZO COMPANY LTD",H000000002463,427/252/424,03859228-3,03859228-3,03859228-3
MITSURU,FUKUSHIMA,"",SHIZUOKA,"",JP,"",35.0,138.0,4,03859228,1975,1972,07/31/1972,"TOYO JOZO COMPANY LTD",H000000002463,427/252/424,03859228-4,03859228-4,03859228-4
JINNOSUKE,ABE,"",SHIZUOKA,"",JP,"",35.0,138.0,5,03859228,1975,1972,07/31/1972,"TOYO JOZO COMPANY LTD",H000000002463,427/252/424,03859228-5,03859228-5,03859228-5
"BRUCE W",BROCKETT,"",DAYTON,OH,US,45490,39.893349,-84.219043,1,03859229,1975,1972,12/11/1972,"NCR CORPORATION",A000010097883,264/8/427,03859229-1,03859229-1,03859229-1
"JAMES M",MOE,"","MANHATTAN BEACH",CA,US,90267,33.874322,-118.39546,1,03859230,1975,1973,01/15/1973,"FLUOR CORPORATION",H000000007221,252,03859230-1,03859230-1,03859230-1
"RAJINDAR K",KOCHHAR,"","OVERLAND PARK",KS,US,66283,38.861823,-94.670864,1,03859231,1975,1972,10/13/1972,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,502/526,03859231-1,03859231-1,03859231-1
"MYRON D",OSBORN,"","OVERLAND PARK",KS,US,66283,38.861823,-94.670864,2,03859231,1975,1972,10/13/1972,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,502/526,03859231-2,03859231-2,03859231-2
"ROBERT J",ROWATT,"","LAKE QUIVIRA",KS,US,66217,39.01001,-94.780199,3,03859231,1975,1972,10/13/1972,"GULF RESEARCH AND DEVELOPMENT COMPANY",H000000000734,502/526,03859231-3,03859231-3,03859231-3
"ROBERT JOSEPH",BOUCHARD,"",WILMINGTON,DE,US,19899,39.735632,-75.547657,1,03859232,1975,1972,12/18/1972,"",,252/423,03859232-1,03859232-1,03859232-1
"ARTHUR WILLIAM",SLEIGHT,"",WILMINGTON,DE,US,19899,39.735632,-75.547657,2,03859232,1975,1972,12/18/1972,"",,252/423,03859232-2,05573992-4,05573992-4
"JOHN P",BARKER,"",SOUDERTON,PA,US,18964,40.300323,-75.32455,1,03859233,1975,1972,08/17/1972,"AMERICAN OLEAN TILE COMPANY",H000000069587,524,03859233-1,03859233-1,03859233-1
"DWIGHT E",PEERMAN,"",MINNEAPOLIS,MN,US,55488,44.981963,-93.26551,1,03859234,1975,1970,09/25/1970,"GENERAL MILLS CHEMICALS INC",H000000000766,427/156,03859234-1,03859234-1,03859234-1
SILVIO,VARGIU,"",MILAN,"",IT,"",45.466667,9.2,1,03859235,1975,1972,10/25/1972,"SOCIETA ITALIANA RESINE S I R S P A",H000000002791,524/528,03859235-1,03859235-1,03859235-1
BEPPINO,PASSALENTI,"",MILAN,"",IT,"",45.466667,9.2,2,03859235,1975,1972,10/25/1972,"SOCIETA ITALIANA RESINE S I R S P A",H000000002791,524/528,03859235-2,03859235-2,03859235-2
EDOARDO,CARPANETI,"",GENOVA,"",IT,"",44.416667,8.95,3,03859235,1975,1972,10/25/1972,"SOCIETA ITALIANA RESINE S I R S P A",H000000002791,524/528,03859235-3,04118555-2,04118555-2
"CHARLES W",BLEWETT,"","FORT MITCHELL",KY,US,41017,39.034253,-84.574476,1,03859236,1975,1973,04/19/1973,"EMERY INDUSTRIES INC",H000000003738,524/106,03859236-1,03859236-1,03859236-1
"PHILIP H",RHODES,"",CINCINNATI,OH,US,45999,39.085561,-84.513589,2,03859236,1975,1973,04/19/1973,"EMERY INDUSTRIES INC",H000000003738,524/106,03859236-2,03859236-2,03859236-2
SHIGEHO,INABA,"",TAKARAZUKA,"",JP,"",34.8,135.35,1,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-1,03859237-1,03859237-1
MICHIHIRO,YAMAMOTO,"",TOYONAKA,"",JP,"",34.783333,135.466667,2,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-2,03859237-2,03859237-2
KIKUO,ISHIZUMI,"",IKEDA,"",JP,"",34.483333,134.233333,3,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-3,03859237-3,03859237-3
KAZUO,MORI,"",KOBE,"",JP,"",35.6,135.1,4,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-4,03859237-4,03859237-4
MASAO,KOSHIBA,"",TAKARAZUKA,"",JP,"",34.8,135.35,5,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-5,03859237-5,03859237-5
HISAO,YAMAMOTO,"",NISHINOMIYA,"",JP,"",34.716667,135.333333,6,03859237,1975,1972,11/07/1972,"SUMITOMO CHEMICAL COMPANY LIMITED",H000000000083,544/549,03859237-6,03859237-6,03859237-6
GEORG,KREMSER,"",GELSENKIRCHEN,"",DE,"",51.516667,7.05,1,03859238,1975,1971,10/22/1971,"VEBA CHEMIE AKTIENGESELLSCHAFT",H000000006548,524,03859238-1,03859238-1,03859238-1
ARNOLD,TAUBE,"",,,,,,,2,03859238,1975,1971,10/22/1971,"VEBA CHEMIE AKTIENGESELLSCHAFT",H000000006548,524,03859238-2,03859238-2,03859238-2
"GERARD EDWARD","VAN GILS","",TALLMADGE,OH,US,44278,41.095652,-81.429879,1,03859239,1975,1972,10/16/1972,"GENCORP INC",A000010047312,524/523/525,03859239-1,03872937-1,03872937-1
HANS,JASPERS,"",DIEPENVEEN,"",NL,"",52.3,6.15,1,03859240,1975,1973,11/08/1973,"",,524,03859240-1,03859240-1,03859240-1
REINDER,TORENBEEK,"",TWELLO,"",NL,"",52.233333,6.1,2,03859240,1975,1973,11/08/1973,"",,524,03859240-2,03859240-2,03859240-2
PAOLO,SCAGLIONE,"",MILAN,"",IT,"",45.466667,9.2,1,03859241,1975,1971,06/09/1971,"MONTECATINI EDISON S P A",H000000003403,525/428/524,03859241-1,03859241-1,03859241-1
VALENTINO,ZAMBONI,"","BUSTO ARSIZIO","",IT,"",45.616667,8.85,2,03859241,1975,1971,06/09/1971,"MONTECATINI EDISON S P A",H000000003403,525/428/524,03859241-2,03859241-2,03859241-2
"KENNEDY AREFORD",JENKINS,"",WASHINGTON,PA,US,15301,40.175267,-80.251514,1,03859242,1975,1974,05/16/1974,"HERCULES INCORPORATED",A000010274218,524,03859242-1,03859242-1,03859242-1
"ELMER PAUL","BLASING JR","",CINCINNATI,OH,US,45999,39.085561,-84.513589,1,03859243,1975,1973,11/27/1973,"FORMICA CORP",A000010089937,528,03859243-1,04458062-1,04458062-1
"JOHN P","VAN DER AUE","",AKRON,OH,US,44399,41.087432,-81.515568,1,03859244,1975,1973,07/30/1973,"GOODYEAR TIRE RUBBER COMPANY",H000000000153,528,03859244-1,03859244-1,03859244-1
WERNER,STIELER,"",KREFELD,"",DE,"",51.333333,6.566667,1,03859245,1975,1973,02/16/1973,"BAYER AKTIENGESELLSCHAFT",A000010032645,524,03859245-1,03859245-1,03859245-1
ROLF,OELMEYER,"",KREFELD,"",DE,"",51.333333,6.566667,2,03859245,1975,1973,02/16/1973,"BAYER AKTIENGESELLSCHAFT",A000010032645,524,03859245-2,03859245-2,03859245-2
HEINRICH,HAUPT,"",KREFELD,"",DE,"",51.333333,6.566667,3,03859245,1975,1973,02/16/1973,"BAYER AKTIENGESELLSCHAFT",A000010032645,524,03859245-3,03859245-3,03859245-3
HUGO,VERNALEKEN,"",KREFELD,"",DE,"",51.333333,6.566667,4,03859245,1975,1973,02/16/1973,"BAYER AKTIENGESELLSCHAFT",A000010032645,524,03859245-4,03859245-4,03859245-4
"WINSTON J","JACKSON JR","",KINGSPORT,TN,US,37669,36.529122,-82.556123,1,03859246,1975,1973,11/30/1973,"EASTMAN KODAK COMPANY",A000010799365,524/260,03859246-1,03859246-1,03859246-1
"HERBERT F",KUHFUSS,"",KINGSPORT,TN,US,37669,36.529122,-82.556123,2,03859246,1975,1973,11/30/1973,"EASTMAN KODAK COMPANY",A000010799365,524/260,03859246-2,03859246-2,03859246-2
"JOHN R",CALDWELL,"",KINGSPORT,TN,US,37669,36.529122,-82.556123,3,03859246,1975,1973,11/30/1973,"EASTMAN KODAK COMPANY",A000010799365,524/260,03859246-3,03859246-3,03859246-3
"BURTON THORNLEY","MACKENZIE JR","",MONROE,CT,US,6468,41.3409,-73.23444,1,03859247,1975,1972,11/10/1972,"GENERAL ELECTRIC COMPANY",H000000000005,523/264,03859247-1,03859247-1,03859247-1
"CHARLES A",BIALOUS,"",EVANSVILLE,IN,US,47750,37.961584,-87.508593,1,03859248,1975,1974,06/17/1974,"GENERAL ELECTRIC COMPANY",H000000000005,524,03859248-1,03859248-1,03859248-1
"DONALD B",JAQUISS,"","NEW HARMONY",IN,US,47631,38.116261,-87.922878,2,03859248,1975,1974,06/17/1974,"GENERAL ELECTRIC COMPANY",H000000000005,524,03859248-2,03859248-2,03859248-2
"GERALD WILLARD",MCNEELY,"",ARDEN,NC,US,28704,35.473046,-82.519301,1,03859249,1975,1972,12/07/1972,"AKZONA INCORPORATED",H000000000738,524/528,03859249-1,04029638-1,04029638-1
"LAWRENCE M",FODOR,"",BARTLESVILLE,OK,US,74006,36.738109,-95.93326,1,03859250,1975,1973,03/19/1973,"PHILLIPS PETROLEUM COMPANY",A000010081783,524/252,03859250-1,03859250-1,03859250-1
"HERBERT F",KUHFUSS,"",KINGSPORT,TN,US,37669,36.529122,-82.556123,1,03859251,1975,1973,10/19/1973,"EASTMAN KODAK COMPANY",A000010799365,528/521,03859251-1,03859246-2,03859246-2
"WINSTON J","JACKSON JR","",KINGSPORT,TN,US,37669,36.529122,-82.556123,2,03859251,1975,1973,10/19/1973,"EASTMAN KODAK COMPANY",A000010799365,528/521,03859251-2,03859246-1,03859246-1
IWHAN,CHO,"","LINCOLN PARK",NJ,US,7035,40.924465,-74.302643,1,03859252,1975,1972,04/28/1972,"UNIROYAL INC",A000010056931,528/524,03859252-1,03859252-1,03859252-1
GUY,BOURAT,"",BOURG-LA-REINE,"",FR,"",48.783333,2.316667,1,03859253,1975,1972,07/24/1972,"RHONE POULENC S A",A000010128209,525/210,03859253-1,03859253-1,03859253-1
RODOLPHE,MARGRAFF,"",RIS-ORANGIS,"",FR,"",48.65,2.416667,2,03859253,1975,1972,07/24/1972,"RHONE POULENC S A",A000010128209,525/210,03859253-2,03859253-2,03859253-2
"FREDERICK L",HAMB,"",ROCHESTER,NY,US,14694,43.088842,-77.599683,1,03859254,1975,1974,03/18/1974,"EASTMAN KODAK COMPANY",A000010799365,528/430,03859254-1,03859097-1,03859097-1
"JOHN C",WILSON,"",ROCHESTER,NY,US,14694,43.088842,-77.599683,2,03859254,1975,1974,03/18/1974,"EASTMAN KODAK COMPANY",A000010799365,528/430,03859254-2,03859097-2,03859097-2
ALFRED,HEER,"",BIRSFELDEN,"",CH,"",47.55,7.616667,1,03859255,1975,1972,04/27/1972,"",,528/525,03859255-1,03859255-1,03859255-1
ALFRED,RENNER,"",MUNCHENSTEIN,"",CH,"",47.516667,7.616667,2,03859255,1975,1972,04/27/1972,"",,528/525,03859255-2,03859255-2,03859255-2
HELMUT,TEUFEL,"","BIBERACH AN DER RISS","",DE,"",48.1,9.766667,1,03859256,1975,1973,08/13/1973,"BOEHRINGER INGELHEIM GMBH",A000010136988,568/260/549,03859256-1,03859256-1,03859256-1
WOLFHARD,ENGEL,"","BIBERACH AN DER RISS","",DE,"",48.1,9.766667,2,03859256,1975,1973,08/13/1973,"BOEHRINGER INGELHEIM GMBH",A000010136988,568/260/549,03859256-2,03859256-2,03859256-2
ERNEST,SEEGER,"","BIBERACH AN DER RISS","",DE,"",48.1,9.766667,3,03859256,1975,1973,08/13/1973,"BOEHRINGER INGELHEIM GMBH",A000010136988,568/260/549,03859256-3,03859256-3,03859256-3
GERHART,SCHADE,"",WITTENBORN,"",DE,"",53.616667,13.666667,1,03859257,1975,1971,08/10/1971,"DYNAMIT NOBEL AKTIENGESELLSCHAFT",A000012762727,526/528,03859257-1,03859257-1,03859257-1
HANS,MELIN,"",WITTEN,"",DE,"",51.433333,7.333333,2,03859257,1975,1971,08/10/1971,"DYNAMIT NOBEL AKTIENGESELLSCHAFT",A000012762727,526/528,03859257-2,03859257-2,03859257-2
"LOUIE G",MANINO,"",ERIE,PA,US,16565,42.069063,-80.102633,1,03859258,1975,1973,02/02/1973,"LORD CORPORATION",A000010253136,525,03859258-1,03859258-1,03859258-1
"JERALD RICE",HARRELL,"",WILMINGTON,DE,US,19899,39.735632,-75.547657,1,03859259,1975,1973,08/22/1973,"E I DU PONT DE NEMOURS AND COMPANY",H000000000024,525,03859259-1,03859259-1,03859259-1
"WALTER WERNER",SCHMIEGEL,"","KENNETT SQ",PA,US,19348,39.86073,-75.704389,2,03859259,1975,1973,08/22/1973,"E I DU PONT DE NEMOURS AND COMPANY",H000000000024,525,03859259-2,03859259-2,03859259-2
"LELAND E",DANNALS,"",WATERBURY,CT,US,6749,41.504981,-73.15243,1,03859260,1975,1973,08/22/1973,"",,524/252/526,03859260-1,03859260-1,03859260-1
"DAVID S",BRESLOW,"",WILMINGTON,DE,US,19899,39.735632,-75.547657,1,03859261,1975,1972,12/20/1972,"HERCULES INCORPORATED",A000010274218,525,03859261-1,03859261-1,03859261-1
ROBERT,HARTWIMMER,"",,,,,,,1,03859262,1975,1971,07/21/1971,"HOECHST AKTIENGESELLSCHAFT",A000010102636,526,03859262-1,03859262-1,03859262-1
