patent,asgtype,assignee,city,state,country,nationality,residence,asgseq
03859594,2,"ROSEMOUNT INC.","","","","","",0
03858421,1,"","","","","","",0
03858493,1,"","","","","","",0
03859059,2,"OLIN CORPORATION","","","","","",0
03859533,3,"AB ASEA-ATOM","","","","","",0
03858959,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03858951,2,"GEORGIA-PACIFIC CORPORATION","","","","","",0
03858953,2,"STEINER AMERICAN CORPORATION","","","","","",0
03859593,1,"","","","","","",0
03858507,2,"CRANSTON PRINT WORKS COMPANY","","","","","",0
03858286,3,"MOLLART ENGINEERING COMPANY LIMITED","","","","","",0
03858670,1,"","","","","","",0
03859102,3,"JOHNSON MATTHEY + CO., LIMITED","","","","","",0
03858820,2,"BELOIT CORPORATION","","","","","",0
03859466,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03859127,2,"MOTOROLA, INC.","","","","","",0
03859213,2,"IMPROVED MACHINERY INC.","","","","","",0
03858676,1,"","","","","","",0
03859538,3,"OY STROMBERG AB","","","","","",0
03858267,1,"","","","","","",0
03858516,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03859438,3,"BOEHRINGER INGELHEIM, GMBH","","","","","",0
03858529,2,"ACTION INDUSTRIES, INC.","","","","","",0
03858317,1,"","","","","","",0
03859369,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859115,3,"BRITISH TITAN LIMITED","","","","","",0
03859568,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03858622,2,"JOHNSON + JOHNSON","","","","","",0
03859540,1,"","","","","","",0
03858464,1,"","","","","","",0
03859549,2,"GARRETT CORPORATION","","","","","",0
03858815,1,"","","","","","",0
03858947,3,"KABUSHIKI KAISHA KOMATSU SEISAKUSHO","","","","","",0
03859539,2,"INSTRUMENTATION SPECIALTIES COMPANY","","","","","",0
03859154,2,"GUARDIAN PACKAGING CORPORATION","","","","","",0
03859308,2,"VELSICOL CHEMICAL CORPORATION","","","","","",0
03859072,2,"METROLOGIC INSTRUMENTS INC.","","","","","",0
03859523,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03859009,1,"","","","","","",0
03858845,1,"","","","","","",0
03859431,3,"LILLY INDUSTRIES, LTD.","","","","","",0
03859471,2,"AT&T CORP.","","","","","",0
03858637,1,"","","","","","",0
03858278,3,"SCHUBERT + SALZER MASCHINENFABRIK AKTIENGESELLSCHAFT","","","","","",0
03858375,1,"","","","","","",0
03858406,3,"NISSAN MOTOR COMPANY, LIMITED","","","","","",0
03858726,1,"","","","","","",0
03859445,2,"ICI AMERICAS INC.","","","","","",0
03858679,1,"","","","","","",0
03859285,1,"","","","","","",0
03858667,2,"KENNAMETAL INC.","","","","","",0
03858848,2,"JET LINE PRODUCTS, INC.","","","","","",0
03858765,2,"SERVEND DISTRIBUTORS, INC.","","","","","",0
03859099,2,"EASTMAN KODAK COMPANY","","","","","",0
03859132,2,"G. WHITFIELD RICHARDS CO.","","","","","",0
03858258,1,"","","","","","",0
03859074,2,"FMC CORPORATION","","","","","",0
03859562,3,"CANON KABUSHIKI KAISHA","","","","","",0
03858442,3,"HITACHI, LTD","","","","","",0
03859514,3,"CASIO COMPUTER CO. LTD.","","","","","",0
03859039,3,"POLYSIUS AG","","","","","",0
03859019,2,"GLACIER INDUSTRIES INC.","","","","","",0
03858786,3,"OHLER EISENWERK THEOB. PFEIFFER","","","","","",0
03859130,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03858266,2,"WINZELER STAMPING COMPANY","","","","","",0
03859446,2,"KRAFT, INC.","","","","","",0
03858579,1,"","","","","","",0
03859651,1,"","","","","","",0
03858612,1,"","","","","","",0
03858310,1,"","","","","","",0
03858935,1,"","","","","","",0
03859510,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03858577,2,"UNIVERSITY OF SOUTHERN CALIFORNIA","","","","","",0
03858723,1,"","","","","","",0
03859334,6,"UNITED STATES OF AMERICA, DEPARTMENT OF AGRICULTURE","","","","","",0
03858971,2,"QUANTOR CORPORATION","","","","","",0
03858356,2,"S. C. JOHNSON + SON, INC.","","","","","",0
03858449,1,"","","","","","",0
03858705,2,"UNISYS CORPORATION","","","","","",0
03858331,2,"CATTON, INCORPORATED  .","","","","","",0
03859267,3,"MITSUBISHI CHEMICAL INDUSTRIES LTD.","","","","","",0
03859053,2,UOP,"","","","","",0
03859442,2,"SYNTEX (U.S.A) INC.","","","","","",0
03859282,2,"MERCK + CO., INC.","","","","","",0
03858691,1,"","","","","","",0
03858455,2,"CLARK EQUIPMENT COMPANY, INC.","","","","","",0
03859112,3,"MITSUBISHI PAPER MILLS, LTD.","","","","","",0
03858956,1,"","","","","","",0
03859366,2,"MONSANTO COMPANY, INC.","","","","","",0
03858785,2,"OLIN CORPORATION","","","","","",0
03858502,2,"TOWNSEND ENGINEERING COMPANY","","","","","",0
03858462,2,"DEFIANCE BUTTON MACHINE COMPANY","","","","","",0
03859649,2,"VAN DYK RESEARCH CORPORATION","","","","","",0
03858555,1,"","","","","","",0
03859328,2,"PFIZER INC.","","","","","",0
03858823,3,"STANLEY-MABO S.A.","","","","","",0
03858926,1,"","","","","","",0
03859390,3,"KOHJIN CO., LTD.","","","","","",0
03859455,2,"U.S. PHILIPS CORPORATION","","","","","",0
03858777,2,"XEROX CORPORATION","","","","","",0
03859101,2,"CELANESE COATINGS + SPECIALTIES COMPANY","","","","","",0
03859063,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859497,2,"DAZEY PRODUCTS COMPANY","","","","","",0
03858436,2,"GENERAL MOTORS CORPORATION","","","","","",0
03859534,2,"PICKER CORPORATION","","","","","",0
03859618,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03858977,3,"CANADIAN PATENTS AND DEVELOPMENT LTD.","","","","","",0
03858939,2,"SWACARS, INC.","","","","","",0
03858408,2,"SCHAEFER CORPORATION","","","","","",0
03859103,3,"NIPPON SELFOC KABUSHIKI KAISHA  A/K/A NIPPON SELFOC CO., LTD","","","","","",0
03859065,2,"CARBORUNDUM COMPANY","","","","","",0
03858834,2,UOP,"","","","","",0
03859043,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03858751,3,"BLAU KG FABRIK FUR KRAFTFAHRZEUGTEILE","","","","","",0
03858440,2,"PRODUCTRONIX, INC.","","","","","",0
03859351,3,"CASSELLA AKTIENGESELLSCHAFT","","","","","",0
03859107,2,"BYRON JACKSON INC.","","","","","",0
03858981,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03859617,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03858324,1,"","","","","","",0
03858709,2,"OWENS-ILLINOIS INC.","","","","","",0
03858360,2,"FUTURECRAFT CORPORATION","","","","","",0
03859522,3,"BRITISH COLUMBIA RESEARCH COUNCIL UNIVERSITY OF -","","","","","",0
03858596,2,"IEMCO PRODUCTS INC.","","","","","",0
03858573,4,"","","","","","",0
03858585,2,"PERSONAL PRODUCTS COMPANY","","","","","",0
03859622,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03858399,1,"","","","","","",0
03858658,2,"MOBIL OIL CORP.","","","","","",0
03859387,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03858821,1,"","","","","","",0
03858620,2,"RAIN JET CORPORATION","","","","","",0
03859268,2,"MONSANTO COMPANY, INC.","","","","","",0
03858917,1,"","","","","","",0
03858748,2,"ILLINOIS TOOL WORKS INC.","","","","","",0
03859536,2,"CORNING INCORPORATED","","","","","",0
03858990,1,"","","","","","",0
03859612,3,"CASIO COMPUTER CO. LTD.","","","","","",0
03859452,1,"","","","","","",0
03858259,2,"AMERICAN ANILINE PRODUCTS, INCORPORATED","","","","","",0
03858504,1,"","","","","","",0
03858293,3,"IMPERIAL CHEMICAL INDUSTRIES PLC","","","","","",0
03858700,2,"FMC CORPORATION","","","","","",0
03859218,2,"EXXON RESEARCH + ENGINEERING CO.","","","","","",0
03859036,1,"","","","","","",0
03859355,2,"SANDOZ-WANDER INC.","","","","","",0
03859537,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03858706,3,"TRIUMPH WERKE NURNBERG A.G.","","","","","",0
03859060,2,"INTERNATIONAL NICKEL COMPANY, INC.","","","","","",0
03858589,1,"","","","","","",0
03859418,3,"KNAPSACK AKTIENGESELLSCHAFT","","","","","",0
03858804,4,"","","","","","",0
03859170,2,"ABBOTT LABORATORIES","","","","","",0
03859008,3,"MASCHINENFABRIK ANDRITZ AKTIENGESELLSCHAFT","","","","","",0
03859179,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03858393,1,"","","","","","",0
03859336,2,"HOECHST CELANESE CORPORATION","","","","","",0
03859027,1,"","","","","","",0
03859545,2,"AT&T CORP.","","","","","",0
03859079,2,"BETHLEHEM STEEL CORPORATION","","","","","",0
03858509,2,"XEROX CORPORATION","","","","","",0
03859647,2,"INFRARED INDUSTRIES, INC.","","","","","",0
03859151,2,"CHAMPION INTERNATIONAL CORPORATION","","","","","",0
03859233,2,"AMERICAN OLEAN TILE COMPANY","","","","","",0
03858605,3,"HOERBIGER VENTILWERKE AKTIENGESELLSCHAFT","","","","","",0
03858593,3,ARENCO-P.M.B.N.V.,"","","","","",0
03858713,3,"LETSON AND BURPEE LTD.","","","","","",0
03859182,2,"ALLIED-SIGNAL INC.","","","","","",0
03858633,3,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN","","","","","",0
03859374,3,"TAKASAGO PERFUMERY COMPANY LIMITED","","","","","",0
03859002,2,"CLOSET MAID, INC.","","","","","",0
03859653,4,"","","","","","",0
03858396,3,"SOCIETE ANONYME  POCLAIN LE PLESSIS-BELLEVILLE  OISE","","","","","",0
03858842,3,"NIPPONDENSO CO., LTD.","","","","","",0
03858876,1,"","","","","","",0
03858669,2,"TEXAS DYNAMATICS INC.","","","","","",0
03858364,1,"","","","","","",0
03859646,1,"","","","","","",0
03858715,1,"","","","","","",0
03859142,2,"OCCIDENTAL ENERGY DEVELOPMENT COMPANY","","","","","",0
03859227,2,"CHEVRON RESEARCH & TECHNOLOGY CO.","","","","","",0
03859637,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03858523,2,"VOUGHT CORPORATION","","","","","",0
03859212,3,"ALLIED COLLOIDS LIMITED","","","","","",0
03858300,1,"","","","","","",0
03858859,3,"COMPAGNIE D   ETUDES ET DE PARTICIPATIONS INDUSTRIELLES","","","","","",0
03858687,1,"","","","","","",0
03859097,2,"EASTMAN KODAK COMPANY","","","","","",0
03858384,3,"WHITE MOTOR CORPORATION OF CANADA LIMITED","","","","","",0
03859381,3,"IMPERIAL CHEMICAL INDUSTRIES PLC","","","","","",0
03859215,1,"","","","","","",0
03858868,4,"","","","","","",0
03859551,3,THOMSON-CSF,"","","","","",0
03859283,3,"CIBA-GEIGY AG","","","","","",0
03859349,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859122,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859319,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03858787,2,"OLINKRAFT INC.","","","","","",0
03858395,2,"D CYCLE ASSOCIATES","","","","","",0
03859372,2,"HOOKER CHEMICALS & PLASTICS CORP.","","","","","",0
03858387,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859264,2,"EXXON RESEARCH + ENGINEERING CO.","","","","","",0
03859056,3,"SUMITOMO ELECTRIC INDUSTRIES CO., LTD.","","","","","",0
03859394,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03858744,1,"","","","","","",0
03858564,2,"GENERAL MOTORS CORPORATION","","","","","",0
03858610,2,"BERG MANUFACTURING COMPANY","","","","","",0
03858986,1,"","","","","","",0
03858425,2,"SUTTON ENGINEERING COMPANY","","","","","",0
03859434,3,"CANADIAN PATENTS AND DEVELOPMENT LTD.","","","","","",0
03859563,2,"LUMEDYNE, INC.","","","","","",0
03859580,2,"FMC CORPORATION","","","","","",0
03858860,2,"ARMCO INC.","","","","","",0
03858481,1,"","","","","","",0
03859069,2,"PACIFIC LIGHTING SERVICE COMPANY","","","","","",0
03858712,3,"SANDCO LIMITED","","","","","",0
03859018,2,"ENTENMANN   S BAKERY, INC.","","","","","",0
03859236,2,"EMERY INDUSTRIES, INC.","","","","","",0
03858583,3,"ALLEN HANBURYS LIMITED","","","","","",0
03859301,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859051,2,"ROHE SCIENTIFIC CORPORATION","","","","","",0
03858289,2,"CROSS COMPANY","","","","","",0
03859054,2,"BRAD RAGAN, INC.","","","","","",0
03858844,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03858794,3,"ALFA-LAVAL AB","","","","","",0
03858788,2,"R. J. REYNOLDS TOBACCO COMPANY","","","","","",0
03858349,1,"","","","","","",0
03858290,2,"AVCO CORPORATION","","","","","",0
03858730,2,"STANDARD MANUFACTURING COMPANY INCORPORATED","","","","","",0
03858494,2,"ALUMINUM SPECIALTY COMPANY","","","","","",0
03858757,2,"MECHTRONICS CORPORATION","","","","","",0
03859421,1,"","","","","","",0
03858714,2,"SWIFT + COMPANY","","","","","",0
03859389,2,"ROHM AND HAAS COMPANY","","","","","",0
03859544,2,"THOMAS INTERNATIONAL CORPORATION","","","","","",0
03859119,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03859589,1,"","","","","","",0
03858797,1,"","","","","","",0
03858770,1,"","","","","","",0
03858813,1,"","","","","","",0
03859204,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
03859602,2,"U.S. PHILIPS CORPORATION","","","","","",0
03859358,2,"STANDARD OIL COMPANY","","","","","",0
03859296,2,"MONSANTO COMPANY, INC.","","","","","",0
03859274,2,"BRISTOL-MYERS SQUIBB COMPANY","","","","","",0
03858750,2,"THE VOLLRATH COMPANY, L.L.C.","","","","","",0
03858284,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03858672,2,"PENNSYLVANIA ENGINEERING CORPORATION","","","","","",0
03859085,3,"KABUSHIKI KAISHA TOYOTA CHUO KENKYUSHO","","","","","",0
03858467,4,"","","","","","",0
03859585,2,"RELIANCE ELECTRIC CO.","","","","","",0
03858918,3,"VELTO INDUSTRIES LTD.","","","","","",0
03858659,3,"HATSUTA MANUFACTURING CO., LTD.","","","","","",0
03859464,1,"","","","","","",0
03858347,3,"ARBMAN DEVELOPMENT AB","","","","","",0
03859483,2,"SEALECTRO CORPORATION","","","","","",0
03858321,2,"MCCULLOCH CORPORATION","","","","","",0
03858619,2,"ROCKWELL INTERNATIONAL CORPORATION","","","","","",0
03858298,2,"SAMUEL MOORE AND COMPANY","","","","","",0
03859459,2,"EXXON RESEARCH + ENGINEERING CO.","","","","","",0
03858799,3,"RICOH COMPANY, LTD.","","","","","",0
03859504,3,"KUREHA CHEMICAL INDUSTRY CO., LTD.","","","","","",0
03858303,3,"ROLLS-ROYCE PLC","","","","","",0
03859660,2,"MIDWEST MICROWAVE, INC.","","","","","",0
03859287,1,"","","","","","",0
03859453,3,"HOLVRIEKA INTERNATIONAL N.V.","","","","","",0
03858608,1,"","","","","","",0
03859199,2,UOP,"","","","","",0
03858498,2,"SWEDEN FREEZER MANUFACTURING COMPANY","","","","","",0
03859192,2,"MILTON ROY COMPANY","","","","","",0
03859553,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03858470,1,"","","","","","",0
03858536,1,"","","","","","",0
03858411,3,"MANNESMANN-MEER AKTIENGESELLSCHAFT","","","","","",0
03859156,3,"POLYMER PROCESSING RESEARCH INSTITUTE LTD.","","","","","",0
03858606,2,"ROSS OPERATING VALVE COMPANY","","","","","",0
03858707,2,"ROCKFORD AUTOMATION, INC.","","","","","",0
03858438,2,"PANAMETRICS INC.","","","","","",0
03859410,3,"VULCO-SIDLEY MACHINE COMPANY  PROPRIETARY  LIMITED","","","","","",0
03858864,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03859138,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03858614,1,"","","","","","",0
03858695,2,"DEERE + COMPANY","","","","","",0
03859331,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03859347,1,"","","","","","",0
03859391,2,"CIBA-GEIGY CORPORATION","","","","","",0
03858635,3,"BRIDGESTONE CORPORATION","","","","","",0
03859406,2,"SHELL OIL COMPANY","","","","","",0
03858849,1,"","","","","","",0
03858867,1,"","","","","","",0
03858810,1,"","","","","","",0
03858313,3,"SEIWA DENKI COMPANY, LTD.","","","","","",0
03859368,2,"HALCON INTERNATIONAL INC.","","","","","",0
03858973,2,"XEROX CORPORATION","","","","","",0
03859038,3,"AEG ELOTHERM G.M.B.H.","","","","","",0
03859297,2,"MONSANTO COMPANY, INC.","","","","","",0
03859237,3,"SUMITOMO CHEMICAL COMPANY, LIMITED","","","","","",0
03859436,2,"KOLMAR LABORATORIES, INC.","","","","","",0
03858931,1,"","","","","","",0
03859586,2,"AT&T CORP.","","","","","",0
03859058,3,"SWISS ALUMINIUM LTD.","","","","","",0
03858911,2,"NIBCO INC.","","","","","",0
03858242,1,"","","","","","",0
03858439,2,"GENERAL DYNAMICS CORPORATION","","","","","",0
03859576,2,"XEROX CORPORATION","","","","","",0
03859083,3,"HONDA R   D CO., LTD.","","","","","",0
03859137,3,"SAFT-SOCIETE DES ACCUMULATEURS FIXES ET DE TRACTION","","","","","",0
03859265,3,"IMPERIAL CHEMICAL INDUSTRIES PLC","","","","","",0
03858774,2,"ITT CORPORATION","","","","","",0
03859361,2,"ALLIED-SIGNAL INC.","","","","","",0
03859275,3,"YOSHITOMI PHARMACEUTICAL INDUSTRIES LTD.","","","","","",0
03858895,1,"","","","","","",0
03859512,1,"","","","","","",0
03858554,1,"","","","","","",0
03858491,2,"WEHR CORPORATION","","","","","",0
03859619,3,"NIPPONDENSO CO., LTD.","","","","","",0
03859190,3,"STANDARDGRAPH FILLER + FIEBIG GMBH","","","","","",0
03859482,3,"NISSAN MOTOR COMPANY, LIMITED","","","","","",0
03858662,2,"SEARS, ROEBUCK AND CO.","","","","","",0
03859082,2,"ARMCO INC.","","","","","",0
03859194,3,"ELECTRICITY COUNCIL","","","","","",0
03858484,3,"MITSUBISHI KINZOKU KABUSHIKI KAISHA","","","","","",0
03859196,2,"HOOKER CHEMICALS & PLASTICS CORP.","","","","","",0
03859168,3,"BEHRINGWERKE AKTIENGESELLSCHAFT","","","","","",0
03859404,2,"ARCO POLYMERS, INC.","","","","","",0
03859205,2,"CROWN ZELLERBACH CORPORATION","","","","","",0
03859143,2,"RCA CORPORATION","","","","","",0
03859494,1,"","","","","","",0
03858733,3,"ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO., LTD.","","","","","",0
03858930,1,"","","","","","",0
03858377,4,"","","","","","",0
03859608,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03859147,2,"CARPENTER TECHNOLOGY CORPORATION","","","","","",0
03858648,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03858835,2,"ACCURATE WIRECRAFT COMPANY","","","","","",0
03859531,2,"G. D. SEARLE & CO.","","","","","",0
03859224,3,"HOECHST AKTIENGESELLSCHAFT","","","","","",0
03858359,2,"WHEELABRATOR-FRYE INC.","","","","","",0
03859180,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03859417,2,"TELLER ENVIRONMENTAL SYSTEMS, INC.","","","","","",0
03858927,1,"","","","","","",0
03858403,2,"WILKERSON CORPORATION","","","","","",0
03858613,1,"","","","","","",0
03859658,2,"ITT CORPORATION","","","","","",0
03859000,2,"REYNOLDS METALS COMPANY","","","","","",0
03859302,2,"MONSANTO COMPANY, INC.","","","","","",0
03858728,2,"MIDLAND-ROSS CORPORATION","","","","","",0
03858328,1,"","","","","","",0
03859485,2,"ESSEX INTERNATIONAL INC.","","","","","",0
03858896,1,"","","","","","",0
03859216,2,"CLARK EQUIPMENT COMPANY, INC.","","","","","",0
03858271,1,"","","","","","",0
03858277,6,"UNITED STATES OF AMERICA, DEPARTMENT OF AGRICULTURE","","","","","",0
03859188,1,"","","","","","",0
03859165,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859424,3,"HOECHST AKTIENGESELLSCHAFT","","","","","",0
03858642,3,"COMINCO LTD.","","","","","",0
03859195,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03858492,3,"KYOWA HAKKO KOGYO CO., LTD","","","","","",0
03858341,1,"","","","","","",0
03859375,2,"PETRO-TEX CHEMICAL CORPORATION","","","","","",0
03858793,2,"DONALDSON COMPANY, INC.","","","","","",0
03859307,2,"RICHARDSON-VICKS INC.","","","","","",0
03858560,2,"GENERAL MOTORS CORPORATION","","","","","",0
03858992,2,"PREFORMED LINE PRODUCTS, INC.","","","","","",0
03859090,2,"EASTMAN KODAK COMPANY","","","","","",0
03858476,2,"WESTVACO CORPORATION","","","","","",0
03858445,1,"","","","","","",0
03858630,2,"ROYAL INDUSTRIAL INC.","","","","","",0
03859468,2,"AT&T CORP.","","","","","",0
03859577,3,"KABUSHIKI KAISHA MARUTO SEISAKUSHO","","","","","",0
03858448,2,"ROCKWELL INTERNATIONAL CORPORATION","","","","","",0
03859395,2,"FMC CORPORATION","","","","","",0
03858385,3,"HOWA KOGYO KABUSHIKI KAISHA","","","","","",0
03858358,2,"AMERICAN AERO INDUSTRIES, INC.","","","","","",0
03858826,2,"GENERAL MOTORS CORPORATION","","","","","",0
03858719,2,"TEXTRON INC.","","","","","",0
03859412,3,"NIPPON CHEMICAL INDUSTRIAL CO., LTD.","","","","","",0
03858763,1,"","","","","","",0
03858342,1,"","","","","","",0
03859209,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03859096,2,"EASTMAN KODAK COMPANY","","","","","",0
03858941,3,"FIRMA G.B. BOUCHERIE, NAAMLOZE VENNOOTSCHAP","","","","","",0
03859630,2,"UNISYS CORPORATION","","","","","",0
03858435,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03859325,3,"NITTO CHEMICAL INDUSTRY CO., LTD.","","","","","",0
03859426,2,"GTE PRODUCTS CORPORATION","","","","","",0
03859419,3,"KNAPSACK AKTIENGESELLSCHAFT","","","","","",0
03858693,1,"","","","","","",0
03859252,2,"UNIROYAL, INC.","","","","","",0
03859517,3,"FUJI PHOTO FILM CO., LTD","","","","","",0
03858348,1,"","","","","","",0
03858855,2,"DEC INTERNATIONAL INC.","","","","","",0
03858784,1,"","","","","","",0
03859554,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03858928,2,"DIAMONDHEAD CORPORATION","","","","","",0
03858526,3,"PRODUITS CHIMIQUES UGINE KUHLMANN","","","","","",0
03858337,1,"","","","","","",0
03858753,2,"STOLLE CORPORATION","","","","","",0
03858336,1,"","","","","","",0
03859457,2,"DIGITAL COMMUNICATIONS CORPORATION","","","","","",0
03858879,1,"","","","","","",0
03859599,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03858246,1,"","","","","","",0
03859621,2,"HONEYWELL INC.","","","","","",0
03858501,1,"","","","","","",0
03858657,2,"MARATHON OIL COMPANY","","","","","",0
03859626,1,"","","","","","",0
03859040,2,"HOLCROFT + COMPANY","","","","","",0
03858639,1,"","","","","","",0
03859344,3,"MARUZEN OIL CO. LTD.","","","","","",0
03859221,2,"MOBIL OIL CORP.","","","","","",0
03859477,3,"TESLA, NARODNI PODNIK","","","","","",0
03858764,3,"WILKINSON SWORD LIMITED","","","","","",0
03858736,2,"AT&T CORP.","","","","","",0
03858780,2,"SPOTNAILS, INC.","","","","","",0
03859235,3,"SOCIETA ITALIANA RESINE S.I.R. S.P.A.","","","","","",0
03859105,1,"","","","","","",0
03859513,2,"WASHINGTON UNIVERSITY","","","","","",0
03858261,1,"","","","","","",0
03858590,1,"","","","","","",0
03859642,2,"AT&T CORP.","","","","","",0
03858899,1,"","","","","","",0
03859300,2,"LUBRIZOL CORPORATION","","","","","",0
03858594,1,"","","","","","",0
03858806,2,"COMFORT, INC.","","","","","",0
03859507,3,"JAPANESE NATIONAL RAILWAYS","","","","","",0
03859318,2,"LUBRIZOL CORPORATION","","","","","",0
03859345,2,"SUN VENTURES INC.","","","","","",0
03859380,2,"ALLIED-SIGNAL INC.","","","","","",0
03858497,3,"TOYO SUISAN KAISHA LTD.","","","","","",0
03858379,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03858410,1,"","","","","","",0
03859004,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03859191,2,"ORION RESEARCH INC.","","","","","",0
03859648,1,"","","","","","",0
03858866,1,"","","","","","",0
03858632,4,"","","","","","",0
03858993,2,"LOVISA  TULLIO E.","","","","","",0
03858394,1,"","","","","","",0
03858469,2,"JOHNS-MANVILLE CORPORATION","","","","","",0
03858254,1,"","","","","","",0
03859800,2,"DOW CHEMICAL COMPANY","","","","","",0
03860953,2,"AT&T CORP.","","","","","",0
03860205,3,"ELEKTRO-THERMIT GMBH","","","","","",0
03860867,3,"GEORGE KENT LIMITED","","","","","",0
03860401,2,"AIRWICK INDUSTRIES, INC.","","","","","",0
03860296,2,"S PRODUCT ENGINEERING SERVICE, INC.","","","","","",0
03860251,2,"BRYANT GRINDER CORPORATION","","","","","",0
03859884,1,"","","","","","",0
03860317,2,"DOLE ELECTRO-SYSTEMS, INCORPORATED","","","","","",0
03860134,2,"AEROJET-GENERAL CORPORATION","","","","","",0
03860846,2,"CONTROL DATA CORPORATION","","","","","",0
03860248,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03860589,2,"SHELL OIL COMPANY","","","","","",0
03859972,2,"BENDIX CORPORATION(NOW ALLIED-SIGNAL INC.)","","","","","",0
03860565,2,"MINNESOTA MINING AND MANUFACTURING COMPANY","","","","","",0
03860833,2,"ITT CORPORATION","","","","","",0
03859792,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860600,2,"STERLING DRUG INC.","","","","","",0
03859803,2,"SOFEC INC.      ..","","","","","",0
03860163,1,"","","","","","",0
03860360,2,"GENERAL MOTORS CORPORATION","","","","","",0
03859775,2,"DAKE CORPORATION DIVISION OF JSJ CORPORATION","","","","","",0
03860469,2,"UNITED MERCHANTS AND MANUFACTURES, INC.","","","","","",0
03860591,2,"BRISTOL-MYERS SQUIBB COMPANY","","","","","",0
03860398,3,"TOYO SEIKAN KAISHA LIMITED","","","","","",0
03860708,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860407,2,"LEEDS + NORTHRUP COMPANY","","","","","",0
03859771,2,"STANDARD FABRICATED PRODUCTS CO.","","","","","",0
03859932,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860951,1,"","","","","","",0
03860592,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03860511,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
03860047,3,"FR. HESSER MASCHINENFABRIK AG","","","","","",0
03860094,1,"","","","","","",0
03859904,1,"","","","","","",0
03860769,2,"GTE LENKURT INCORPORATED","","","","","",0
03860871,3,"FUJITSU LIMITED","","","","","",0
03860712,2,"STERLING DRUG INC.","","","","","",0
03860483,2,"RESEARCH CORPORATION","","","","","",0
03860827,4,"","","","","","",0
03859668,2,"MEDICAL INCORPORATED","","","","","",0
03860857,3,"RICOH COMPANY, LTD.","","","","","",0
03859758,2,"TIME SAVER INDUSTRIES, INC.","","","","","",0
03860489,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
